"name:text:u","yomi:text","denryaku:text:u","urban:integer::urban[name]","city:integer","yamanote:integer","densha:integer::densha[name]","comment:trash"
"鹿島台","かしまだい","センカイ",,,,,
"松山町","まつやままち","センマヤ",,,,,
"小牛田","こごた","センココ",,,,,
"田尻","たじり","センタシ",,,,,
"瀬峰","せみね","センセネ",,,,,
"梅ヶ沢","うめがさわ","センウメ",,,,,
"（北）新田","にった","センニタ",,,,,
"石越","いしこし","センコシ",,,,,
"油島","ゆしま","モリユシ",,,,,
"花泉","はないずみ","モリハナ",,,,,
"清水原","しみずはら","モリツラ",,,,,
"有壁","ありかべ","モリカヘ",,,,,
"一ノ関","いちのせき","モリイチ",,,,,
"山ノ目","やまのめ","モリヤノ",,,,,
"平泉","ひらいずみ","モリライ",,,,,
"前沢","まえさわ","モリマサ",,,,,
"陸中折居","りくちゅうおりい","モリリイ",,,,,
"水沢","みずさわ","モリミツ",,,,,
"金ヶ崎","かねがさき","モリネサ",,,,,
"六原","ろくはら","モリロク",,,,,
"北上","きたかみ","モリカミ",,,,,
"村崎野","むらさきの","モリムノ",,,,,
"花巻","はなまき","モリハキ",,,,,
"花巻空港","はなまきくうこう","モリハク",,,,,
"石鳥谷","いしどりや","モリイリ",,,,,
"日詰","ひづめ","モリツメ",,,,,
"紫波中央","しわちゅうおう","モリシワ",,,,,
"古館","ふるだて","モリルタ",,,,,
"矢幅","やはば","モリヤハ",,,,,
"岩手飯岡","いわていいおか","モリイイ",,,,,
"仙北町","せんぼくちょう","モリセホ",,,,,
"盛岡","もりおか","モリモリ",,,,,
"尾久","おく","トキオク",,3,,,"東北2"
"新利府","しんりふ","センシリ",,,,,"東北3"
"利府","りふ","センリフ",,,,,
"笹木野","ささきの","センササ",,,,,"奥羽"
"庭坂","にわさか","センニワ",,,,,
"赤岩","あかいわ","センアイ",,,,,
"板谷","いたや","センイタ",,,,,
"峠","とうげ","センウケ",,,,,
"（奥）大沢","おおさわ","センホサ",,,,,
"関根","せきね","センキネ",,,,,
"米沢","よねざわ","アキヨネ",,,,,
"置賜","おいたま","アキタマ",,,,,
"高畠","たかはた","アキタハ",,,,,
"赤湯","あかゆ","アキアユ",,,,,
"中川","なかがわ","アキナワ",,,,,
"羽前中山","うぜんなかやま","アキナヤ",,,,,
"かみのやま温泉","かみのやまおんせん","アキノヤ",,,,,
"茂吉記念館前","もきちきねんかんまえ","アキモキ",,,,,
"蔵王","ざおう","アキサオ",,,,,
"山形","やまがた","アキカタ",,,,,
"北山形","きたやまがた","アキヤカ",,,,,
"羽前千歳","うぜんちとせ","アキウト",,,,,
"南出羽","みなみでわ","アキミテ",,,,,
"漆山","うるしやま","アキウル",,,,,
"高擶","たかたま","アキタタ",,,,,
"天童","てんどう","アキテン",,,,,
"乱川","みだれがわ","アキミレ",,,,,
"神町","じんまち","アキシチ",,,,,
"さくらんぼ東根","さくらんぼひがしね","アキラホ",,,,,
"東根","ひがしね","アキヒネ",,,,,
"村山","むらやま","アキムラ",,,,,
"袖崎","そでさき","アキソサ",,,,,
"大石田","おおいしだ","アキオイ",,,,,
"北大石田","きたおおいしだ","アキキタ",,,,,
"芦沢","あしさわ","アキアハ",,,,,
"舟形","ふながた","アキフネ",,,,,
"新庄","しんじょう","アキシウ",,,,,
"泉田","いずみた","アキイタ",,,,,
"羽前豊里","うぜんとよさと","アキサト",,,,,
"真室川","まむろがわ","アキマム",,,,,
"釜淵","かまぶち","アキカフ",,,,,
"大滝","おおたき","アキオオ",,,,,
"及位","のぞき","アキノソ",,,,,
"院内","いんない","アキイン",,,,,
"横堀","よこぼり","アキヨホ",,,,,
"三関","みつせき","アキミセ",,,,,
"上湯沢","かみゆざわ","アキカサ",,,,,
"湯沢","ゆざわ","アキユワ",,,,,
"下湯沢","しもゆざわ","アキシサ",,,,,
"十文字","じゅうもんじ","アキシモ",,,,,
"醍醐","だいご","アキタコ",,,,,
"柳田","やなぎた","アキヤナ",,,,,
"横手","よこて","アキヨテ",,,,,
"後三年","ごさんねん","アキネン",,,,,
"飯詰","いいづめ","アキイメ",,,,,
"大曲","おおまがり","アキマリ",,,,,
"神宮寺","じんぐうじ","アキクウ",,,,,
"刈和野","かりわの","アキカノ",,,,,
"峰吉川","みねよしがわ","アキミシ",,,,,
"羽後境","うごさかい","アキウヒ",,,,,
"大張野","おおばりの","アキオハ",,,,,
"和田","わだ","アキワタ",,,,,
"四ツ小屋","よつごや","アキヨヤ",,,,,
"秋田","あきた","アキアキ",,,,,
"土崎","つちざき","アキツサ",,,,,
"上飯島","かみいいじま","アキカイ",,,,,
"（奥）追分","おいわけ","アキオヒ",,,,,
"（奥）大久保","おおくぼ","アキオホ",,,,,
"羽後飯塚","うごいいづか","アキウイ",,,,,
"井川さくら","いかわさくら","アキイサ",,,,,
"八郎潟","はちろうがた","アキハロ",,,,,
"鯉川","こいかわ","アキコヒ",,,,,
"鹿渡","かど","アキカト",,,,,
"森岳","もりたけ","アキモケ",,,,,
"北金岡","きたかなおか","アキカオ",,,,,
"東能代","ひがしのしろ","アキヒノ",,,,,
"鶴形","つるがた","アキツカ",,,,,
"富根","とみね","アキミネ",,,,,
"二ツ井","ふたつい","アキフイ",,,,,
"前山","まえやま","アキマヘ",,,,,
"鷹ノ巣","たかのす","アキタス",,,,,
"糠沢","ぬかざわ","アキヌサ",,,,,
"早口","はやぐち","アキハヤ",,,,,
"下川沿","しもかわぞい","アキシカ",,,,,
"大館","おおだて","アキオテ",,,,,
"（奥）白沢","しらさわ","アキシラ",,,,,
"陣場","じんば","アキチン",,,,,
"津軽湯の沢","つがるゆのさわ","アキツユ",,,,,
"碇ヶ関","いかりがせき","アキイセ",,,,,
"長峰","ながみね","アキナカ",,,,,
"大鰐温泉","おおわにおんせん","アキワニ",,,,,
"石川","いしかわ","アキイシ",,,,,
"弘前","ひろさき","アキヒロ",,,,,
"撫牛子","ないじょうし","アキナヨ",,,,,
"川部","かわべ","アキカワ",,,,,
"北常盤","きたときわ","アキトワ",,,,,
"浪岡","なみおか","アキナミ",,,,,
"大釈迦","だいしゃか","アキシヤ",,,,,
"鶴ヶ坂","つるがさか","アキルカ",,,,,
"津軽新城","つがるしんじょう","アキツセ",,,,,
"新青森","しんあおもり","アキシア",,,,,
"東京","とうきょう","トミトウ","東京",3,4,"山手","東海道"
"有楽町","ゆうらくちょう","トミラク","東京",3,4,"山手",
"新橋","しんばし","トミシン","東京",3,4,"山手",
"浜松町","はままつちょう","トミハテ","東京",3,4,"山手",
"田町","たまち","トミチタ","東京",3,4,"山手",
"品川","しながわ","トミシナ","東京",3,4,"山手",
"大井町","おおいまち","トミオマ","東京",3,,"東京",
"大森","おおもり","トミオモ","東京",3,,"東京",
"蒲田","かまた","トミカマ","東京",3,,"東京",
"川崎","かわさき","トミカワ","東京",5,,"東京",
"鶴見","つるみ","トミツミ","東京",5,,"東京",
"新子安","しんこやす","トミシヤ","東京",5,,"東京",
"東神奈川","ひがしかながわ","トミヒナ","東京",5,,"東京",
"横浜","よこはま","トミハマ","東京",5,,"東京",
"保土ヶ谷","ほどがや","トミホト","東京",5,,"東京",
"東戸塚","ひがしとつか","トミツカ","東京",5,,"東京",
"戸塚","とつか","トミトツ","東京",5,,"東京",
"大船","おおふな","トミフナ","東京",,,"東京",
"藤沢","ふじさわ","トミフワ","東京",,,,
"辻堂","つじどう","トミツト","東京",,,,
"茅ヶ崎","ちがさき","トミチサ","東京",,,,
"平塚","ひらつか","トミヒラ","東京",,,,
"大磯","おおいそ","トミオイ","東京",,,,
"二宮","にのみや","トミニノ","東京",,,,
"国府津","こうづ","トミコツ","東京",,,,
"鴨宮","かものみや","トミモノ","東京",,,,
"小田原","おだわら","トミオタ","東京",,,,
"早川","はやかわ","トミヤワ","東京",,,,
"根府川","ねぶかわ","トミネフ","東京",,,,
"真鶴","まなづる","トミマナ","東京",,,,
"湯河原","ゆがわら","トミユハ","東京",,,,
"熱海","あたみ","トミアタ","東京",,,,
"函南","かんなみ","シツカミ",,,,,
"三島","みしま","シツミシ",,,,,
"沼津","ぬまづ","シツヌマ",,,,,
"片浜","かたはま","シツハマ",,,,,
"原","はら","シツハラ",,,,,
"東田子の浦","ひがしたごのうら","シツヒタ",,,,,
"吉原","よしわら","シツヨシ",,,,,
"富士","ふじ","シツフシ",,,,,
"富士川","ふじかわ","シツフカ",,,,,
"新蒲原","しんかんばら","シツシカ",,,,,
"蒲原","かんばら","シツカラ",,,,,
"由比","ゆい","シツユイ",,,,,
"興津","おきつ","シツオキ",,,,,
"清水","しみず","シツシミ",,,,,
"草薙","くさなぎ","シツクサ",,,,,
"東静岡","ひがししずおか","シツヒシ",,,,,
"静岡","しずおか","シツシツ",,,,,
"安倍川","あべかわ","シツアヘ",,,,,
"用宗","もちむね","シツムネ",,,,,
"焼津","やいづ","シツヤツ",,,,,
"西焼津","にしやいづ","シツニヤ",,,,,
"藤枝","ふじえだ","シツフエ",,,,,
"六合","ろくごう","シツロコ",,,,,
"（東）島田","しまだ","シツシマ",,,,,
"金谷","かなや","シツカヤ",,,,,
"菊川","きくがわ","シツキク",,,,,
"掛川","かけがわ","シツカケ",,,,,
"愛野","あいの","シツアイ",,,,,
"袋井","ふくろい","シツロイ",,,,,
"磐田","いわた","シツワタ",,,,,
"豊田町","とよだちょう","シツトタ",,,,,
"天竜川","てんりゅうがわ","シツテワ",,,,,
"浜松","はままつ","シツハツ",,,,,
"高塚","たかつか","シツタツ",,,,,
"舞阪","まいさか","シツマカ",,,,,
"弁天島","べんてんじま","シツヘン",,,,,
"新居町","あらいまち","シツアチ",,,,,
"鷲津","わしづ","シツワシ",,,,,
"新所原","しんじょはら","シツシハ",,,,,
"二川","ふたがわ","シツフタ",,,,,
"豊橋","とよはし","シツトヨ",,,,,
"西小坂井","にしこざかい","ナコシサ",,,,,
"愛知御津","あいちみと","ナコアミ",,,,,
"三河大塚","みかわおおつか","ナコツカ",,,,,
"三河三谷","みかわみや","ナコミミ",,,,,
"蒲郡","がまごおり","ナココリ",,,,,
"三河塩津","みかわしおつ","ナコミツ",,,,,
"三ヶ根","さんがね","ナコサネ",,,,,
"幸田","こうだ","ナココタ",,,,,
"岡崎","おおざき","ナコオカ",,,,,
"西岡崎","にしおかざき","ナコニオ",,,,,
"安城","あんじょう","ナコアン",,,,,
"三河安城","みかわあんじょう","ナコミワ",,,,,
"東刈谷","ひがしかりや","ナコヒリ",,,,,
"野田新町","のだしんまち","ナコノマ",,,,,
"刈谷","かりや","ナコカリ",,,,,
"逢妻","あいづま","ナコツマ",,,,,
"大府","おおぶ","ナコオフ",,,,,
"共和","きょうわ","ナコキワ",,,,,
"南大高","みなみおおだか","ナコミホ",,6,,,
"大高","おおだか","ナコホタ",,6,,,
"笠寺","かさでら","ナコサラ",,6,,,
"熱田","あつた","ナコアツ",,6,,,
"（中）金山","かなやま","ナコナヤ",,6,,,
"尾頭橋","おとうばし","ナコオト",,6,,,
"名古屋","なごや","ナコナコ",,6,,,
"枇杷島","びわじま","ナコヒワ",,,,,
"清洲","きよす","ナコキス",,,,,
"稲沢","いなざわ","ナコイナ",,,,,
"尾張一宮","おわりいちのみや","ナコイチ",,,,,
"木曽川","きそがわ","ナコソカ",,,,,
"岐阜","ぎふ","ナコキフ",,,,,
"西岐阜","にしぎふ","ナコニキ",,,,,
"穂積","ほづみ","ナコホミ",,,,,
"大垣","おおがき","ナコカキ",,,,,
"垂井","たるい","ナコタル",,,,,
"関ヶ原","せきがはら","ナコセラ",,,,,
"（東）柏原","かしわばら","ナコワハ",,,,,
"近江長岡","おうみながおか","ナコウナ",,,,,
"醒ヶ井","さめがい","ナコサイ",,,,,
"米原","まいばら","オサマイ","大阪",,,,
"彦根","ひこね","オサヒコ","大阪",,,,
"南彦根","みなみひこね","オサミヒ","大阪",,,,
"河瀬","かわせ","オサカセ","大阪",,,,
"稲枝","いなえ","オサイナ","大阪",,,,
"能登川","のとがわ","オサノト","大阪",,,,
"安土","あづち","オサアツ","大阪",,,,
"近江八幡","おうみはちまん","オサマン","大阪",,,,
"篠原","しのはら","オサシノ","大阪",,,,
"野洲","やす","オサヤス","大阪",,,,
"守山","もりやま","オサモリ","大阪",,,,
"栗東","りっとう","オサリト","大阪",,,,
"草津","くさつ","オサクサ","大阪",,,,
"南草津","みなみくさつ","オサミク","大阪",,,,
"（東）瀬田","せた","オサセタ","大阪",,,,
"石山","いしやま","オサイシ","大阪",,,,
"膳所","ぜぜ","オサセセ","大阪",,,,
"大津","おおつ","オサオツ","大阪",,,,
"山科","やましな","オサヤシ","大阪",7,,"大阪",
"京都","きょうと","オサキト","大阪",7,,"大阪",
"西大路","にしおおじ","オサニオ","大阪",7,,"大阪",
"（東）桂川","かつらがわ","オサカツ","大阪",7,,"大阪",
"向日町","むこうまち","オサムコ","大阪",,,"大阪",
"長岡京","ながおかきょう","オサナキ","大阪",,,"大阪",
"（東）山崎","やまざき","オサヤサ","大阪",,,"大阪",
"島本","しまもと","オサシモ","大阪",,,"大阪",
"高槻","たかつき","オサタツ","大阪",,,"大阪",
"摂津富田","せっつとんだ","オサトタ","大阪",,,"大阪",
"茨木","いばらき","オサイハ","大阪",,,"大阪",
"千里丘","せんりおか","オサセオ","大阪",,,"大阪",
"岸辺","きしべ","オサキヘ","大阪",,,"大阪",
"吹田","すいた","オサスイ","大阪",,,"大阪",
"東淀川","ひがしよどがわ","オサヒヨ","大阪",8,,"大阪",
"新大阪","しんおおさか","オサシオ","大阪",8,,"大阪",
"大阪","おおさか","オサオサ","大阪",8,,"大阪環状",
"塚本","つかもと","オサツモ","大阪",8,,"大阪",
"尼崎","あまがさき","オサアマ","大阪",,,"大阪",
"立花","たちばな","オサタチ","大阪",,,"大阪",
"甲子園口","こうしえんぐち","オサコシ","大阪",,,"大阪",
"西宮","にしのみや","オサニシ","大阪",,,"大阪",
"さくら夙川","さくらしゅくがわ","オサシク","大阪",,,"大阪",
"芦屋","あしや","オサアシ","大阪",,,"大阪",
"甲南山手","こうなんやまて","オサコヤ","大阪",9,,"大阪",
"摂津本山","せっつもとやま","オサモヤ","大阪",9,,"大阪",
"（東）住吉","すみよし","オサスミ","大阪",9,,"大阪",
"六甲道","ろっこうみち","オサロコ","大阪",9,,"大阪",
"灘","なだ","オサナタ","大阪",9,,"大阪",
"三ノ宮","さんのみや","オササン","大阪",9,,"大阪",
"元町","もとまち","オサモト","大阪",9,,"大阪",
"神戸","こうべ","オサコヘ","大阪",9,,"大阪",
"兵庫","ひょうご","オサヘウ","大阪",9,,"大阪","山陽1"
"新長田","しんながた","オサシナ","大阪",9,,"大阪",
"鷹取","たかとり","オサタカ","大阪",9,,"大阪",
"須磨海浜公園","すまかいひんこうえん","オサスコ","大阪",9,,"大阪",
"須磨","すま","オサスマ","大阪",9,,"大阪",
"塩屋","しおや","オサシヤ","大阪",9,,"大阪",
"垂水","たるみ","オサタル","大阪",9,,"大阪",
"舞子","まいこ","オサマコ","大阪",9,,"大阪",
"朝霧","あさぎり","オサアサ","大阪",,,"大阪",
"明石","あかし","オサアカ","大阪",,,"大阪",
"西明石","にしあかし","オサニア","大阪",,,"大阪",
"（陽）大久保","おおくぼ","オサオク","大阪",,,,
"魚住","うおずみ","オサウオ","大阪",,,,
"土山","つちやま","オサツチ","大阪",,,,
"東加古川","ひがしかこがわ","オサヒカ","大阪",,,,
"加古川","かこがわ","オサカコ","大阪",,,,
"宝殿","ほうでん","オサホウ","大阪",,,,
"曽根","そね","オサソネ","大阪",,,,
"ひめじ別所","ひめじべっしょ","オサヘシ","大阪",,,,
"御着","ごちゃく","オサコチ","大阪",,,,
"姫路","ひめじ","オサヒメ","大阪",,,,
"英賀保","あがほ","オサアホ","大阪",,,,
"はりま勝原","はりまかつはら","オサハリ","大阪",,,,
"網干","あぼし","オサホシ","大阪",,,,
"竜野","たつの","オサタヌ","大阪",,,,
"相生","あいおい","オサアイ","大阪",,,,
"有年","うね","オサウネ",,,,,
"上郡","かみごおり","オサカミ",,,,,
"三石","みついし","オカミイ",,,,,
"吉永","よしなが","オカヨカ",,,,,
"和気","わけ","オカワケ",,,,,
"熊山","くまやま","オカクヤ",,,,,
"万富","まんとみ","オカマト",,,,,
"瀬戸","せと","オカセト",,,,,
"（陽）上道","じょうとう","オカチト",,,,,
"東岡山","ひがしおかやま","オカヒオ",,,,,
"高島","たかしま","オカタマ",,,,,
"西川原","にしがわら","オカシワ",,,,,
"岡山","おかやま","オカオカ",,,,,
"北長瀬","きたながせ","オカキナ",,,,,
"庭瀬","にわせ","オカニワ",,,,,
"中庄","なかしょう","オカナシ",,,,,
"倉敷","くらしき","オカクラ",,,,,
"西阿知","にしあち","オカニア",,,,,
"新倉敷","しんくらしき","オカシク",,,,,
"金光","こんこう","オカココ",,,,,
"鴨方","かもがた","オカモタ",,,,,
"里庄","さとしょう","オカサト",,,,,
"笠岡","かさおか","オカカサ",,,,,
"大門","だいもん","オカモン",,,,,
"東福山","ひがしふくやま","オカヒフ",,,,,
"福山","ふくやま","オカフク",,,,,
"備後赤坂","びんごあかさか","オカアカ",,,,,
"松永","まつなが","オカツカ",,,,,
"東尾道","ひがしおのみち","オカヒチ",,,,,
"尾道","おのみち","オカミチ",,,,,
"糸崎","いとざき","オカイト",,,,,
"三原","みはら","ヒロミハ",,,,,
"本郷","ほんごう","ヒロホン",,,,,
"河内","こうち","ヒロコウ",,,,,
"（陽）入野","にゅうの","ヒロニユ",,,,,
"白市","しらいち","ヒロシラ",,,,,
"西高屋","にしたかや","ヒロニヤ",,,,,
"（陽）西条","さいじょう","ヒロサセ",,,,,
"八本松","はちほんまつ","ヒロハチ",,,,,
"瀬野","せの","ヒロセノ",,10,,,
"中野東","なかのひがし","ヒロナヒ",,10,,,
"安芸中野","あきなかの","ヒロナノ",,10,,,
"海田市","かいたいち","ヒロカタ",,10,,,
"向洋","むかいなだ","ヒロナタ",,10,,,
"天神川","てんじんがわ","ヒロテン",,10,,,
"広島","ひろしま","ヒロヒロ",,10,,,
"（陽）横川","よこがわ","ヒロヨワ",,10,,,
"西広島","にしひろしま","ヒロニヒ",,10,,,
"新井口","しんいのくち","ヒロノク",,10,,,
"五日市","いつかいち","ヒロイカ",,10,,,
"廿日市","はつかいち","ヒロハツ",,,,,
"宮内串戸","みやうちくしど","ヒロクト",,,,,
"阿品","あじな","ヒロシナ",,,,,
"宮島口","みやじまぐち","ヒロミク",,,,,
"前空","まえぞら","ヒロソラ",,,,,
"大野浦","おおのうら","ヒロノラ",,,,,
"玖波","くば","ヒロクハ",,,,,
"大竹","おおたけ","ヒロオケ",,,,,
"和木","わき","ヒロワキ",,,,,
"岩国","いわくに","ヒロクニ",,,,,
"南岩国","みなみいわくに","ヒロミイ",,,,,
"藤生","ふじゅう","ヒロフフ",,,,,
"通津","つづ","ヒロツツ",,,,,
"由宇","ゆう","ヒロユウ",,,,,
"（陽）神代","こうじろ","ヒロコロ",,,,,
"大畠","おおばたけ","ヒロオハ",,,,,
"柳井港","やないみなと","ヒロヤミ",,,,,
"柳井","やない","ヒロヤイ",,,,,
"田布施","たぶせ","ヒロタフ",,,,,
"岩田","いわた","ヒロイワ",,,,,
"（陽）島田","しまた","ヒロシマ",,,,,
"光","ひかり","ヒロカリ",,,,,
"（陽）下松","くだまつ","ヒロクタ",,,,,
"櫛ケ浜","くしがはま","ヒロクシ",,,,,
"徳山","とくやま","ヒロトマ",,,,,
"新南陽","しんなんよう","ヒロナヨ",,,,,
"福川","ふくがわ","ヒロフワ",,,,,
"（陽）戸田","へた","ヒロヘタ",,,,,
"富海","とのみ","ヒロトノ",,,,,
"防府","ほうふ","ヒロホフ",,,,,
"大道","だいどう","ヒロタイ",,,,,
"四辻","よつつじ","ヒロツシ",,,,,
"新山口","しんやまぐち","ヒロコリ",,,,,
"嘉川","かがわ","ヒロカワ",,,,,
"本由良","ほんゆら","ヒロユラ",,,,,
"厚東","ことう","ヒロコト",,,,,
"宇部","うべ","ヒロウヘ",,,,,
"小野田","おのだ","ヒロオノ",,,,,
"厚狭","あさ","ヒロアサ",,,,,
"埴生","はぶ","ヒロハフ",,,,,
"小月","おづき","ヒロオツ",,,,,
"長府","ちょうふ","ヒロチヨ",,,,,
"新下関","しんしものせき","ヒロシセ",,,,,
"幡生","はたぶ","ヒロハタ",,,,,
"下関","しものせき","ヒロセキ",,,,,
"和田岬","わだみさき","オサワミ","大阪",9,,,"山陽2"
"畠田","はたけだ","テンハケ","大阪",,,,"和歌山"
"志都美","しずみ","テンシス","大阪",,,,
"香芝","かしば","テンシモ","大阪",,,,
"JR五位堂","じぇいあーるごいどう","テンコイ","大阪",,,,
"（和）高田","たかだ","テンタタ","大阪",,,,
"大和新庄","やまとしんじょう","テンヤシ","大阪",,,,
"御所","ごせ","テンコセ","大阪",,,,
"玉手","たまで","テンタテ","大阪",,,,
"掖上","わきがみ","テンワキ","大阪",,,,
"吉野口","よしのぐち","テンヨノ","大阪",,,,
"北宇智","きたうち","テンキタ","大阪",,,,
"五条","ごじょう","テンコテ","大阪",,,,
"大和二見","やまとふたみ","テンフタ","大阪",,,,
"隅田","すだ","テンスタ","大阪",,,,
"下兵庫","しもひょうご","テンシヒ","大阪",,,,
"（和）橋本","はしもと","テンハモ","大阪",,,,
"紀伊山田","きいやまだ","テンキヤ","大阪",,,,
"高野口","こうやぐち","テンコク","大阪",,,,
"中飯降","なかいぶり","テンナリ","大阪",,,,
"妙寺","みょうじ","テンメウ","大阪",,,,
"（和）大谷","おおたに","テンオタ","大阪",,,,
"笠田","かせだ","テンセタ","大阪",,,,
"西笠田","にしかせだ","テンニカ","大阪",,,,
"名手","なて","テンナテ","大阪",,,,
"粉河","こかわ","テンコワ","大阪",,,,
"紀伊長田","きいながた","テンキカ","大阪",,,,
"打田","うちた","テンチタ","大阪",,,,
"下井阪","しもいさか","テンシイ","大阪",,,,
"岩出","いわで","テンイテ","大阪",,,,
"船戸","ふなと","テンフナ","大阪",,,,
"紀伊小倉","きいおぐら","テンキオ","大阪",,,,
"布施屋","ほしや","テンホヤ","大阪",,,,
"千旦","せんだ","テンセン","大阪",,,,
"田井ノ瀬","たいのせ","テンノセ","大阪",,,,
"京終","きょうばて","テンハテ","大阪",,,,"桜井"
"帯解","おびとけ","テントケ","大阪",,,,
"櫟本","いちのもと","テンチモ","大阪",,,,
"天理","てんり","テンテリ","大阪",,,,
"長柄","ながら","テンナカ","大阪",,,,
"柳本","やなぎもと","テンヤモ","大阪",,,,
"巻向","まきむく","テンマキ","大阪",,,,
"三輪","みわ","テンミワ","大阪",,,,
"桜井","さくらい","テンサク","大阪",,,,
"香久山","かぐやま","テンカク","大阪",,,,
"畝傍","うねび","テンウヒ","大阪",,,,
"金橋","かなはし","テンカハ","大阪",,,,
"西木津","にしきづ","オサニス","大阪",,,,"片町"
"祝園","ほうその","オサホソ","大阪",,,,
"下狛","しもこま","オサコマ","大阪",,,,
"ＪＲ三山木","じぇいあーるみやまき","オサミマ","大阪",,,,
"同志社前","どうししゃまえ","オサトシ","大阪",,,,
"京田辺","きょうたなべ","オサキナ","大阪",,,,
"大住","おおすみ","オサオス","大阪",,,,
"松井山手","まついやまて","オサマヤ","大阪",,,,
"長尾","ながお","オサナオ","大阪",,,,
"藤阪","ふじさか","オサフサ","大阪",,,,
"津田","つだ","オサツタ","大阪",,,,
"河内磐船","かわちいわふね","オサカイ","大阪",,,,
"星田","ほしだ","オサホタ","大阪",,,,
"東寝屋川","ひがしねやがわ","オサヒヤ","大阪",,,,
"忍ヶ丘","しのぶがおか","オサシフ","大阪",,,,
"四条畷","しじょうなわて","オサシワ","大阪",,,,
"（片）野崎","のざき","オサノキ","大阪",,,,
"住道","すみのどう","オサスト","大阪",,,,
"鴻池新田","こうのいけしんでん","オサコケ","大阪",,,,
"徳庵","とくあん","オサアン","大阪",,,,
"放出","はなてん","オサハナ","大阪",,,,
"鴫野","しぎの","オサシキ","大阪",,,,
"京橋","きょうばし","オサキハ","大阪",,,,
"大阪城北詰","おおさかじょうきたづめ","オサオキ","大阪",,,,"JR東西"
"大阪天満宮","おおさかてんまんぐう","オサオテ","大阪",,,,
"北新地","きたしんち","オサシチ","大阪",,,,
"新福島","しんふくしま","オサフシ","大阪",,,,
"海老江","えびえ","オサエヒ","大阪",,,,
"御幣島","みてじま","オサミテ","大阪",,,,
"加島","かしま","オサカマ","大阪",,,,
"天満","てんま","オサテマ","大阪",,,,"大阪環状"
"桜ノ宮","さくらのみや","オササラ","大阪",,,,
"大阪城公園","おおさかじょうこうえん","オサオシ","大阪",,,,
"森ノ宮","もりのみや","オサモミ","大阪",,,,
"玉造","たまつくり","オサツリ","大阪",,,,
"鶴橋","つるはし","オサツハ","大阪",,,,
"桃谷","ももだに","オサモニ","大阪",,,,
"寺田町","てらだちょう","オサテタ","大阪",,,,
"芦原橋","あしはらばし","テンアラ","大阪",,,,
"大正","たいしょう","テンタセ","大阪",,,,
"弁天町","べんてんちょう","テンヘテ","大阪",,,,
"西九条","にしくじょう","オサニク","大阪",,,,
"野田","のだ","オサノタ","大阪",,,,
"（環）福島","ふくしま","オサフク","大阪",,,,
"安治川口","あじかわぐち","オサアク","大阪",,,,"桜島"
"ユニバーサルシティ","ゆにばーさるしてぃ","オサユニ","大阪",,,,
"桜島","さくらじま","オササマ","大阪",,,,
"日岡","ひおか","オサヒオ","大阪",,,,"加古川"
"神野","かんの","オサカノ","大阪",,,,
"厄神","やくじん","オサヤク","大阪",,,,
"市場","いちば","オサイチ","大阪",,,,
"小野町","おのまち","オサノマ","大阪",,,,
"粟生","あお","オサアオ","大阪",,,,
"河合西","かわいにし","オサカニ","大阪",,,,
"青野ヶ原","あおのがはら","オサアノ","大阪",,,,
"社町","やしろちょう","オサヤマ","大阪",,,,
"滝野","たきの","オサタノ","大阪",,,,
"（加）滝","たき","オサタキ","大阪",,,,
"西脇市","にしわきし","オサワキ","大阪",,,,
"新西脇","しんにしわき","オサニワ","大阪",,,,
"比延","ひえ","オサヒエ","大阪",,,,
"日本へそ公園","にほんへそこうえん","オサヘソ","大阪",,,,
"黒田庄","くろだしょう","オサクロ","大阪",,,,
"本黒田","ほんくろだ","オサホク","大阪",,,,
"船町口","ふなまちぐち","オサフナ","大阪",,,,
"久下村","くげむら","オサクケ","大阪",,,,
"京口","きょうぐち","オサキチ",,,,,"播但"
"野里","のざと","オサノサ",,,,,
"砥堀","とほり","オサホリ",,,,,
"仁豊野","にぶの","オサニノ",,,,,
"香呂","こうろ","フチコロ",,,,,
"溝口","みぞぐち","フチミソ",,,,,
"福崎","ふくさき","フチフサ",,,,,
"甘地","あまじ","フチアチ",,,,,
"鶴居","つるい","フチツイ",,,,,
"（播）新野","にいの","フチニノ",,,,,
"寺前","てらまえ","フチテラ",,,,,
"（播）長谷","はせ","フチハセ",,,,,
"（播）生野","いくの","フチイク",,,,,
"（播）新井","にい","フチニイ",,,,,
"青倉","あおくら","フチアオ",,,,,
"竹田","たけだ","フチケタ",,,,,
"播磨高岡","はりまたかおか","オサタオ",,,,,"姫新"
"余部","よべ","オサヨヘ",,,,,
"太市","おおいち","オサオチ",,,,,
"本竜野","ほんたつの","オサホノ",,,,,
"東觜崎","ひがしはしさき","オサヒハ",,,,,
"播磨新宮","はりましんぐう","オサハシ",,,,,
"千本","せんぼん","オサセン",,,,,
"西栗栖","にしくりす","オサクリ",,,,,
"三日月","みかづき","オサミカ",,,,,
"播磨徳久","はりまとくさ","オサトク",,,,,
"佐用","さよ","オササヨ",,,,,
"上月","こうづき","オサコツ",,,,,
"美作土居","みまさかどい","オカトイ",,,,,
"美作江見","みまさかえみ","オカミエ",,,,,
"楢原","ならはら","オカナハ",,,,,
"林野","はやしの","オカハノ",,,,,
"勝間田","かつまだ","オカマタ",,,,,
